YNL021W	ISPLANAR
YDR295C	ISPLANAR
YPR179C	ISPLANAR
YJL065C	ISPLANAR
YDR121W	ISPLANAR
YOR304W	ISPLANAR
YGL133W	ISPLANAR
YER019C-A	ISPLANAR
YBR283C	ISPLANAR
YDR086C	ISPLANAR
YDL175C	ISPLANAR
YJL050W	ISPLANAR
YOL115W	ISPLANAR
YIL033C	ISPLANAR
YJL164C	ISPLANAR
YPL203W	ISPLANAR
YKL166C	ISPLANAR
YDR013W	ISPLANAR
YJL072C	ISPLANAR
YOL146W	ISPLANAR
YDR489W	ISPLANAR
YNL072W	ISPLANAR
YDR279W	ISPLANAR
YLR154C	ISPLANAR
YBL008W	ISPLANAR
YOR038C	ISPLANAR
YJR140C	ISPLANAR
YBR215W	ISPLANAR
YKL112W	ISPLANAR
YPL046C	ISPLANAR
YBR114W	ISPLANAR
YJR052W	ISPLANAR
YLR233C	ISPLANAR
YLR318W	ISPLANAR
YIL009C-A	ISPLANAR
YOL124C	ISPLANAR
YNR046W	ISPLANAR
YAL010C	ISPLANAR
YHR083W	ISPLANAR
YMR060C	ISPLANAR
YNL026W	ISPLANAR
YLR163C	ISPLANAR
YHR024C	ISPLANAR
YKR020W	ISPLANAR
YDR484W	ISPLANAR
YJL029C	ISPLANAR
YDR027C	ISPLANAR
YPL002C	ISPLANAR
YJR102C	ISPLANAR
YLR417W	ISPLANAR
YGL237C	ISPLANAR
YBL021C	ISPLANAR
YKL109W	ISPLANAR
YOR358W	ISPLANAR
YER159C	ISPLANAR
YDR397C	ISPLANAR
YLR060W	ISPLANAR
YFL022C	ISPLANAR
YLR246W	ISPLANAR
YOL110W	ISPLANAR
YGL174W	ISPLANAR
YLR016C	ISPLANAR
YIR005W	ISPLANAR
YDL181W	ISPLANAR
YDL130W-A	ISPLANAR
YGR008C	ISPLANAR
YMR059W	ISPLANAR
YLR105C	ISPLANAR
YAR008W	ISPLANAR
YPL083C	ISPLANAR
YDR137W	ISPLANAR
YLR039C	ISPLANAR
YDR075W	ISPLANAR
YNL201C	ISPLANAR
YBL046W	ISPLANAR
YML085C	ISPLANAR
YFL037W	ISPLANAR
YDL042C	ISPLANAR
YLR442C	ISPLANAR
YDR227W	ISPLANAR
YHR005C-A	ISPLANAR
YEL020W-A	ISPLANAR
YOR026W	ISPLANAR
YGL116W	ISPLANAR
YJL030W	ISPLANAR
YJL013C	ISPLANAR
YOR005C	ISPLANAR
YGL090W	ISPLANAR
YGR009C	ISPLANAR
YPL232W	ISPLANAR
YAL030W	ISPLANAR
YER072W	ISPLANAR
YFL004W	ISPLANAR
YPL019C	ISPLANAR
YJL012C	ISPLANAR
YHR186C	ISPLANAR
YNL006W	ISPLANAR
YPL180W	ISPLANAR
YJR066W	ISPLANAR
YDR054C	ISPLANAR
YFL009W	ISPLANAR
YDL132W	ISPLANAR
YOR057W	ISPLANAR
YDR328C	ISPLANAR
YDL088C	ISPLANAR
YBL079W	ISPLANAR
YMR153W	ISPLANAR
YDL102W	ISPLANAR
YJR006W	ISPLANAR
YJR043C	ISPLANAR
YOL139C	ISPLANAR
YKR059W	ISPLANAR
YGR162W	ISPLANAR
YPR175W	ISPLANAR
YBR278W	ISPLANAR
YDR121W	ISPLANAR
YNL262W	ISPLANAR
YDR252W	ISPLANAR
YPL037C	ISPLANAR
YHR193C	ISPLANAR
YGL094C	ISPLANAR
YKL025C	ISPLANAR
YKL135C	ISPLANAR
YPR029C	ISPLANAR
YPL259C	ISPLANAR
YHL019C	ISPLANAR
YLR170C	ISPLANAR
YMR284W	ISPLANAR
YMR106C	ISPLANAR
YIL072W	ISPLANAR
YLR263W	ISPLANAR
YDR285W	ISPLANAR
YGL249W	ISPLANAR
YEL053C	ISPLANAR
YPR051W	ISPLANAR
YCR020C-A	ISPLANAR
YOL149W	ISPLANAR
YNL118C	ISPLANAR
YHR013C	ISPLANAR
YDL040C	ISPLANAR
YOR253W	ISPLANAR
YML102W	ISPLANAR
YBR195C	ISPLANAR
YPR018W	ISPLANAR
YDL056W	ISPLANAR
YLR182W	ISPLANAR
YDL132W	ISPLANAR
YJR090C	ISPLANAR
YOL133W	ISPLANAR
YDR328C	ISPLANAR
YBR091C	ISPLANAR
YOR297C	ISPLANAR
YDL217C	ISPLANAR
YJL054W	ISPLANAR
YGL020C	ISPLANAR
YER083C	ISPLANAR
YDL100C	ISPLANAR
YAL051W	ISPLANAR
YOR363C	ISPLANAR
YHR060W	ISPLANAR
YKL119C	ISPLANAR
YGL087C	ISPLANAR
YDR092W	ISPLANAR
YMR042W	ISPLANAR
YML099C	ISPLANAR
YDR173C	ISPLANAR
YMR043W	ISPLANAR
YPL004C	ISPLANAR
YGR086C	ISPLANAR
YDR138W	ISPLANAR
YML062C	ISPLANAR
YNL139C	ISPLANAR
YHR167W	ISPLANAR
YDR180W	ISPLANAR
YER147C	ISPLANAR
YKR054C	ISPLANAR
YDR424C	ISPLANAR
YMR299C	ISPLANAR
YDR488C	ISPLANAR
YGL047W	ISPLANAR
YBR070C	ISPLANAR
YLR398C	ISPLANAR
YPR189W	ISPLANAR
YGL213C	ISPLANAR
YPL129W	ISPLANAR
YGR186W	ISPLANAR
YGR005C	ISPLANAR
YJR033C	ISPLANAR
YDR202C	ISPLANAR
YDR328C	ISPLANAR
YJR082C	ISPLANAR
YBL052C	ISPLANAR
YPL129W	ISPLANAR
YOR064C	ISPLANAR
YPR031W	ISPLANAR
YBR128C	ISPLANAR
YBR097W	ISPLANAR
YPL120W	ISPLANAR
YLR240W	ISPLANAR
YER025W	ISPLANAR
YJR007W	ISPLANAR
YPL237W	ISPLANAR
YIL125W	ISPLANAR
YDR148C	ISPLANAR
YFL018C	ISPLANAR
YBR211C	ISPLANAR
YPL018W	ISPLANAR
YDR318W	ISPLANAR
YGR179C	ISPLANAR
YOL076W	ISPLANAR
YPR131C	ISPLANAR
YGR206W	ISPLANAR
YLR119W	ISPLANAR
YCL008C	ISPLANAR
YPL065W	ISPLANAR
YPL001W	ISPLANAR
YEL056W	ISPLANAR
YLL022C	ISPLANAR
YJL005W	ISPLANAR
YNL138W	ISPLANAR
YDR265W	ISPLANAR
YMR026C	ISPLANAR
YJL210W	ISPLANAR
YMR108W	ISPLANAR
YCL009C	ISPLANAR
YGR132C	ISPLANAR
YGR231C	ISPLANAR
YGL190C	ISPLANAR
YDL134C	ISPLANAR
YAL016W	ISPLANAR
YOL096C	ISPLANAR
YDR204W	ISPLANAR
YCL044C	ISPLANAR
YPR024W	ISPLANAR
YFR028C	ISPLANAR
YJL076W	ISPLANAR
YDL042C	ISPLANAR
YGR063C	ISPLANAR
YML010W	ISPLANAR
YML069W	ISPLANAR
YGL207W	ISPLANAR
YGR240C	ISPLANAR
YMR205C	ISPLANAR
YNL039W	ISPLANAR
YGR246C	ISPLANAR
YER148W	ISPLANAR
YFR030W	ISPLANAR
YJR137C	ISPLANAR
YBL016W	ISPLANAR
YLR362W	ISPLANAR
YDR103W	ISPLANAR
YDL159W	ISPLANAR
YMR058W	ISPLANAR
YER145C	ISPLANAR
YER017C	ISPLANAR
YMR089C	ISPLANAR
YKL139W	ISPLANAR
YJL006C	ISPLANAR
YML112W	ISPLANAR
YER070W	ISPLANAR
YJL026W	ISPLANAR
YGR180C	ISPLANAR
YGR163W	ISPLANAR
YKR007W	ISPLANAR
YBR077C	ISPLANAR
YHR172W	ISPLANAR
YNL126W	ISPLANAR
YLR212C	ISPLANAR
YNL037C	ISPLANAR
YOR136W	ISPLANAR
YKL182W	ISPLANAR
YPL231W	ISPLANAR
YGL155W	ISPLANAR
YKL019W	ISPLANAR
YMR224C	ISPLANAR
YNL250W	ISPLANAR
YDR369C	ISPLANAR
Q0115	ISPLANAR
YIR021W	ISPLANAR
YJR005W	ISPLANAR
YBL037W	ISPLANAR
YOL062C	ISPLANAR
YJR058C	ISPLANAR
YDR019C	ISPLANAR
YMR189W	ISPLANAR
YAL044C	ISPLANAR
YFL018C	ISPLANAR
YPL075W	ISPLANAR
YNL199C	ISPLANAR
YIR010W	ISPLANAR
YAL034W-A	ISPLANAR
YJR112W	ISPLANAR
YPL233W	ISPLANAR
YAR007C	ISPLANAR
YNL312W	ISPLANAR
YJL173C	ISPLANAR
YDR076W	ISPLANAR
YDR004W	ISPLANAR
YOR303W	ISPLANAR
YJR109C	ISPLANAR
YMR287C	ISPLANAR
YPL029W	ISPLANAR
YDL207W	ISPLANAR
YIL115C	ISPLANAR
YJL061W	ISPLANAR
YGR003W	ISPLANAR
YNL230C	ISPLANAR
YPL046C	ISPLANAR
YBR114W	ISPLANAR
YJR052W	ISPLANAR
YMR296C	ISPLANAR
YDR062W	ISPLANAR
YOL069W	ISPLANAR
YMR117C	ISPLANAR
YER018C	ISPLANAR
YIL144W	ISPLANAR
YDL201W	ISPLANAR
YDR165W	ISPLANAR
YOR346W	ISPLANAR
YPL167C	ISPLANAR
YIL139C	ISPLANAR
YIL026C	ISPLANAR
YDL003W	ISPLANAR
YPR007C	ISPLANAR
YFL008W	ISPLANAR
YJL074C	ISPLANAR
YJR086W	ISPLANAR
YOR212W	ISPLANAR
YGL105W	ISPLANAR
YGL245W	ISPLANAR
YGR264C	ISPLANAR
YIR022W	ISPLANAR
YJR010C-A	ISPLANAR
YML055W	ISPLANAR
YLR066W	ISPLANAR
YMR080C	ISPLANAR
YHR077C	ISPLANAR
YGR072W	ISPLANAR
YIL035C	ISPLANAR
YOR061W	ISPLANAR
YGL019W	ISPLANAR
YOR039W	ISPLANAR
YMR127C	ISPLANAR
YDR181C	ISPLANAR
YOR213C	ISPLANAR
YPL022W	ISPLANAR
YML095C	ISPLANAR
YMR201C	ISPLANAR
YKL148C	ISPLANAR
YLL041C	ISPLANAR
YKL141W	ISPLANAR
YDR178W	ISPLANAR
YHR005C	ISPLANAR
YJR086W	ISPLANAR
YOR212W	ISPLANAR
YGL206C	ISPLANAR
YGR167W	ISPLANAR
YLR329W	ISPLANAR
YHR157W	ISPLANAR
YHL022C	ISPLANAR
YKL028W	ISPLANAR
YKR062W	ISPLANAR
YDL090C	ISPLANAR
YKL019W	ISPLANAR
YJL041W	ISPLANAR
YFR002W	ISPLANAR
YGL172W	ISPLANAR
YGR119C	ISPLANAR
YPL167C	ISPLANAR
YIL139C	ISPLANAR
YML121W	ISPLANAR
YGR163W	ISPLANAR
YKL143W	ISPLANAR
YKR007W	ISPLANAR
YBR077C	ISPLANAR
YFR044C	ISPLANAR
YBR281C	ISPLANAR
YNL191W	ISPLANAR
YGL246C	ISPLANAR
YOR048C	ISPLANAR
YDR289C	ISPLANAR
YDL126C	ISPLANAR
YGR048W	ISPLANAR
YBR170C	ISPLANAR
YGL130W	ISPLANAR
YPL228W	ISPLANAR
YDL134C	ISPLANAR
YOR014W	ISPLANAR
YAL016W	ISPLANAR
YEL037C	ISPLANAR
YER162C	ISPLANAR
YBR098W	ISPLANAR
YDR386W	ISPLANAR
YDL084W	ISPLANAR
YNL253W	ISPLANAR
YDR381W	ISPLANAR
YMR150C	ISPLANAR
YMR035W	ISPLANAR
YEL059C-A	ISPLANAR
YER111C	ISPLANAR
YLR182W	ISPLANAR
YHR064C	ISPLANAR
YGR285C	ISPLANAR
YOR317W	ISPLANAR
YMR246W	ISPLANAR
YBR041W	ISPLANAR
YNL015W	ISPLANAR
YLR043C	ISPLANAR
YNL099C	ISPLANAR
YNL056W	ISPLANAR
YNL032W	ISPLANAR
YCR095C	ISPLANAR
YHL029C	ISPLANAR
YDR067C	ISPLANAR
YDR172W	ISPLANAR
YBR143C	ISPLANAR
YNL071W	ISPLANAR
YFL018C	ISPLANAR
YER178W	ISPLANAR
YBR221C	ISPLANAR
YGR193C	ISPLANAR
YIL042C	ISPLANAR
YOR090C	ISPLANAR
YLR191W	ISPLANAR
YGL153W	ISPLANAR
YNL214W	ISPLANAR
YOR142W	ISPLANAR
YGR244C	ISPLANAR
YFR013W	ISPLANAR
YBR245C	ISPLANAR
YOR194C	ISPLANAR
YKL058W	ISPLANAR
YPL082C	ISPLANAR
YER148W	ISPLANAR
YPL096C-A	ISPLANAR
YGR216C	ISPLANAR
YNL038W	ISPLANAR
YDR437W	ISPLANAR
YPL076W	ISPLANAR
YPL175W	ISPLANAR
YBR097W	ISPLANAR
YPL120W	ISPLANAR
YLR240W	ISPLANAR
YLR360W	ISPLANAR
YER087C-B	ISPLANAR
YLR378C	ISPLANAR
YDR086C	ISPLANAR
YKL002W	ISPLANAR
YLR025W	ISPLANAR
YMR077C	ISPLANAR
YKL041W	ISPLANAR
YLR095C	ISPLANAR
YMR044W	ISPLANAR
YBR245C	ISPLANAR
YPL024W	ISPLANAR
YMR190C	ISPLANAR
YLR234W	ISPLANAR
YLR319C	ISPLANAR
YER149C	ISPLANAR
YLL021W	ISPLANAR
YPR176C	ISPLANAR
YJL031C	ISPLANAR
YPL195W	ISPLANAR
YGR261C	ISPLANAR
YBR288C	ISPLANAR
